object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of 180,Probability of Label 2,Object Center_0,Object Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Object Area,Variance of Defect Area,Mean Defect Displacement,Number of Defects,Convex Hull Center_0,Convex Hull Center_1,Mean Defect Area,Convex Hull Area,Convexity,Skewness of Defect Area,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Size in pixels,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Total Intensity_0,Total Intensity_1,Total Intensity_2,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Radii of the object_0,Radii of the object_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Length of the Skeleton,Number of Branches,Diameter,Euclidean Diameter,Average Branch Length,Number of Holes,Center of the Skeleton_0,Center of the Skeleton_1
31,0,32,0,180,1.0,0.0,458.81012,442.40506,459.6,442.8,0.4357318,79.0,5.5833335,5.687552,4.0,459.0,442.5,6.25,104.0,0.75961536,-1.1938238,12236279.0,1504040.5,922657.94,466.0,447.0,0.9916572,0.12890323,0.12890323,-0.9916572,0.5300511,0.13410684,0.4220748,79.0,28504.0,11682.0,12305.0,20866.861,8612.0,9815.405,-0.96216196,0.17835642,-0.2059937,0.24904531,0.2689215,-0.9304073,0.11054797,0.94650424,0.30316487,15504.0,5769.0,7323.0,12236279.0,-2975730.2,-1314162.6,-2975730.2,1504040.5,353752.6,-1314162.6,353752.6,922657.94,1648482.0,680348.0,775417.0,458.81012,442.40506,453.0,439.0,-0.73581386,-0.11393559,-0.02502118,3.2869532,1.9148619,15250657.0,7283420.0,1038552.0,-1.312756,1.9648598,0.88889235,40713.0,16996.0,14915.0,30234.904,4308.3564,8920.461,14012.0,1664.0,5821.0,15250657.0,-6456665.0,-1591242.4,-6456665.0,7283420.0,1581415.0,-1591242.4,1581415.0,1038552.0,113018070.0,16104636.0,33344684.0,2.6241102,3.1778095,2.1435661,37.213203,9.0,13.2426405,12.369317,4.1348004,0.0,459.0,443.0
32,0,33,0,180,1.0,0.0,306.4965,458.85315,304.70908,457.58182,-0.0017449469,143.0,224.25,6.9942675,4.0,306.0,458.5,13.75,198.0,0.7222222,1.055272,3576250.2,1954148.8,1933423.5,312.0,468.0,-0.3043944,-0.9525461,0.9525461,-0.3043944,0.22803788,-0.2274421,1.0688667,143.0,24151.0,13143.0,15068.0,19107.125,10032.832,10530.112,-0.8638375,-0.30591875,-0.4002481,0.48873132,-0.31622905,-0.8131057,0.122174196,-0.89800495,0.42268258,14614.0,5882.0,7770.0,3576250.2,-1259474.9,-67290.266,-1259474.9,1954148.8,472250.5,-67290.266,472250.5,1933423.5,2732319.0,1434695.0,1505806.0,306.4965,458.85315,301.0,450.0,-0.047792982,-0.57609606,1.3042263,4.8710985,2.351339,6025765.5,1781468.8,682940.44,-1.8326979,2.3017237,0.30112892,37155.0,10902.0,11994.0,30435.312,3254.9883,8669.625,15997.0,1436.0,6186.0,6025765.5,-1235270.4,-355737.66,-1235270.4,1781468.8,392829.94,-355737.66,392829.94,682940.44,126063064.0,13482161.0,35909588.0,7.6092877,5.4718404,0.25187874,64.1127,14.0,20.31371,18.788294,4.5794783,0.0,306.0,458.0
33,0,34,180,180,1.0,0.0,239.47728,464.61365,240.97873,465.72342,1.3237678,88.0,169.58333,5.385471,4.0,240.0,465.0,11.75,135.0,0.65185183,1.3194032,10623264.0,1031370.0,1197569.2,245.0,473.0,-0.28188723,-0.95944756,0.95944756,-0.28188723,0.5702897,0.33606037,0.42465296,88.0,29881.0,10895.0,13558.0,20700.5,7576.5,10000.796,-0.97251546,0.17595991,-0.15248533,0.19568887,0.26280352,-0.9447964,0.1261726,0.9486688,0.2900139,15399.0,5372.0,7697.0,10623264.0,-1992959.4,-1218457.6,-1992959.4,1031370.0,382438.6,-1218457.6,382438.6,1197569.2,1821644.0,666732.0,880070.0,239.47728,464.61365,236.0,458.0,-0.28613415,0.2668423,0.20698826,4.023652,1.8281822,9309753.0,2045361.6,790794.56,-2.1845043,2.0140624,0.52822435,36102.0,10299.0,13116.0,30001.096,3339.5095,8697.24,15337.0,1468.0,5633.0,9309753.0,-2491488.2,-894719.2,-2491488.2,2045361.6,492295.72,-894719.2,492295.72,790794.56,116254250.0,12940599.0,33701810.0,6.524928,3.8614075,1.0014938,46.870056,12.0,16.071068,14.035668,3.9058383,0.0,239.0,465.0
34,0,35,180,180,1.0,0.0,271.98865,471.33713,279.04797,477.20123,0.0,264.0,86165.336,11.529875,3.0,277.0,475.5,215.33333,910.0,0.2901099,1.7190341,11649711.0,1017779.75,953735.25,295.0,489.0,0.87365997,-0.486537,-0.486537,-0.87365997,0.63128906,0.13217807,0.31678444,264.0,30600.0,10299.0,13116.0,21146.75,7457.7197,9995.704,-0.9766422,0.15915407,-0.1443607,0.19369605,0.3612663,-0.9121231,0.09301544,0.91877997,0.3836554,15337.0,4956.0,7607.0,11649711.0,-2181306.8,-1002257.3,-2181306.8,1017779.75,336418.0,-1002257.3,336418.0,953735.25,5582742.0,1968838.0,2638866.0,271.98865,471.33713,260.0,463.0,-0.34133318,-0.5620385,-0.008782621,11.091173,4.427118,10765103.0,2981499.8,859085.6,-2.128296,2.2317922,0.7969914,37155.0,13143.0,15068.0,30438.854,3625.2424,8722.395,14614.0,1421.0,5795.0,10765103.0,-3468741.8,-1037542.1,-3468741.8,2981499.8,733333.25,-1037542.1,733333.25,859085.6,170061870.0,20254230.0,48732016.0,5.792439,5.486225,2.5705435,51.79899,2.0,51.79899,39.446167,25.899494,0.0,270.0,467.0
35,0,36,180,180,1.0,0.0,242.03615,483.38553,241.9423,482.3846,-4.182837,83.0,128.66667,5.5494394,4.0,242.0,483.0,13.0,135.0,0.6148148,0.0,11904699.0,942917.9,1133283.2,247.0,491.0,0.35771394,-0.9338312,0.9338312,0.35771394,0.40059942,-0.08424188,0.23678531,83.0,28494.0,9838.0,12565.0,20956.688,7348.976,9939.952,-0.97737956,0.12814552,-0.16824971,0.19344765,0.22013135,-0.95609635,0.08548242,0.9670165,0.23994133,15460.0,5275.0,7781.0,11904699.0,-2244645.5,-922664.44,-2244645.5,942917.9,330057.4,-922664.44,330057.4,1133283.2,1739405.0,609965.0,825016.0,242.03615,483.38553,238.0,476.0,-0.9681689,-0.335516,-0.74156207,3.8985016,1.725409,9840350.0,2107449.0,783841.1,-2.2777493,1.9494711,0.60582626,36427.0,10895.0,13558.0,30277.525,3414.7876,8703.185,15337.0,1545.0,5894.0,9840350.0,-2741218.8,-978318.8,-2741218.8,2107449.0,521853.56,-978318.8,521853.56,783841.1,108666040.0,12255673.0,31235730.0,6.56312,3.634357,1.1971211,41.213203,10.0,15.071068,13.928389,4.1213202,0.0,242.0,483.0
36,0,37,0,180,1.0,0.0,56.336,490.232,55.086956,489.36957,0.0,125.0,20.333334,6.6224604,3.0,56.0,490.0,15.333333,171.0,0.73099416,0.33083183,14815289.0,1671354.1,1069352.0,61.0,500.0,0.104475476,-0.99452746,0.99452746,0.104475476,0.7498166,0.03502518,-0.11939307,125.0,31143.0,10476.0,11943.0,20402.137,7726.168,9720.584,-0.96584374,0.18035394,-0.18606007,0.24066868,0.35821977,-0.9020849,0.096044175,0.91605186,0.38938987,14562.0,4796.0,6903.0,14815289.0,-3484832.8,-1365093.9,-3484832.8,1671354.1,407977.1,-1365093.9,407977.1,1069352.0,2550267.0,965771.0,1215073.0,56.336,490.232,52.0,481.0,-0.17387773,-0.68006927,-0.1310736,5.0736284,2.0404842,1935827.2,437844.47,582588.0,-0.39498013,2.150686,0.039984427,34674.0,6823.0,11488.0,29932.42,2708.924,8373.563,21416.0,1456.0,5680.0,1935827.2,19862.98,-20625.82,19862.98,437844.47,40654.445,-20625.82,40654.445,582588.0,101081784.0,9148037.0,28277524.0,1.5786747,7.0595126,0.01916096,49.04163,11.0,20.485281,18.439089,4.45833,0.0,56.0,490.0
37,1,1,0,180,1.0,0.0,281.05322,44.927757,280.2443,51.613358,-5.4166327,263.0,19343.584,11.303512,4.0,280.5,49.5,142.25,832.0,0.31610578,-0.06981256,5842552.5,1846783.9,1369080.1,294.0,66.0,-0.26498532,-0.9642525,0.9642525,-0.26498532,0.7492525,0.24178502,1.3714182,263.0,29387.0,12201.0,15500.0,21150.635,8019.228,10139.916,-0.9642485,0.2019363,-0.17160024,0.2564955,0.8739318,-0.41285977,0.06659554,-0.44211408,-0.8944832,16837.0,5016.0,7848.0,5842552.5,-1153374.4,-341744.56,-1153374.4,1846783.9,-37465.664,-341744.56,-37465.664,1369080.1,5562617.0,2109057.0,2666798.0,281.05322,44.927757,268.0,34.0,0.06311209,-0.35171235,3.7309864,9.044052,5.045357,8247733.5,2443570.2,858480.6,-1.0365958,2.71266,0.9675559,41657.0,15637.0,14515.0,31158.574,3403.3755,8516.235,14640.0,1464.0,5888.0,8247733.5,-1228109.0,-519312.22,-1228109.0,2443570.2,673668.4,-519312.22,673668.4,858480.6,175485090.0,19167812.0,47963440.0,4.79501,10.880521,2.960059,56.455845,3.0,43.384777,26.925823,18.818615,0.0,283.0,46.0
38,1,2,0,180,1.0,0.0,437.46317,56.42105,437.58536,58.341465,0.0,95.0,136.33333,6.1122737,3.0,437.5,57.0,13.666667,136.0,0.6985294,-0.8633542,7763140.5,550468.8,633379.7,442.0,66.0,-0.27260518,-0.96212596,0.96212596,-0.27260518,0.3559891,0.37447685,-0.16045402,95.0,28510.0,8148.0,11354.0,21898.18,6297.1157,9297.315,-0.9960793,-0.02230235,-0.08560736,0.08812011,-0.3354747,-0.9379187,0.0078013088,0.94178516,-0.3361247,17017.0,4511.0,7333.0,7763140.5,-643568.44,-60878.75,-643568.44,550468.8,-51869.14,-60878.75,-51869.14,633379.7,2080327.0,598226.0,883245.0,437.46317,56.42105,434.0,49.0,-0.8137274,-0.15595913,0.4042806,4.4637427,1.7226174,14302432.0,4325155.5,782513.56,-1.3078444,2.0854151,0.46078324,41665.0,13949.0,12640.0,30703.465,3889.191,8572.243,14141.0,1594.0,6055.0,14302432.0,-4123745.0,-1038647.94,-4123745.0,4325155.5,909063.3,-1038647.94,909063.3,782513.56,121585720.0,15401196.0,33946084.0,3.7404623,4.0973325,0.5161673,42.04163,10.0,18.899494,16.27882,4.204163,0.0,438.0,57.0
39,1,3,0,180,1.0,0.0,324.0,55.0,324.0,55.0,0.0,15.0,0.0,2.748737,2.0,324.0,55.0,3.0,21.0,0.71428573,0.0,756317.5,267204.16,1167234.8,328.0,57.0,0.95709205,-0.28978416,-0.28978416,-0.95709205,0.08060374,-0.6784264,-0.35340562,15.0,24144.0,8154.0,12283.0,22581.934,7269.8,10656.0,0.27173805,0.9252202,0.26481313,0.019411795,0.26984176,-0.962709,0.9621755,-0.26674515,-0.055366084,21043.0,5909.0,8441.0,756317.5,138249.6,122954.2,138249.6,267204.16,-20194.133,122954.2,-20194.133,1167234.8,338729.0,109047.0,159840.0,324.0,55.0,321.0,54.0,-0.8687847,1.2059032,-0.874316,1.6936697,0.6817743,19893706.0,9047615.0,1370938.0,-1.3436855,2.2141328,1.2455847,41657.0,18980.0,16485.0,30993.6,4402.6914,8855.195,14388.0,1591.0,6067.0,19893706.0,-8449707.0,-2256001.5,-8449707.0,9047615.0,2177980.5,-2256001.5,2177980.5,1370938.0,99427470.0,14123834.0,28407468.0,2.5431886,4.6737533,3.0043967,8.2426405,3.0,6.8284273,6.3245554,2.747547,0.0,324.0,55.0
40,1,4,0,180,1.0,0.0,314.4066,68.11539,315.88525,71.565575,1.928599,182.0,712.3333,7.843035,4.0,315.0,69.5,30.5,304.0,0.5986842,0.9657123,7517385.5,5059922.0,1002369.94,325.0,78.0,0.9500586,0.3120716,0.3120716,-0.9500586,1.2611094,-0.25555295,0.17728466,182.0,28914.0,18980.0,14298.0,18446.83,13652.094,10996.308,-0.82150334,0.54490525,-0.16796,0.5641009,0.8196339,-0.09995228,0.083201185,-0.17685752,-0.9807135,14388.0,8039.0,8602.0,7517385.5,-3272991.5,-803424.8,-3272991.5,5059922.0,134377.52,-803424.8,134377.52,1002369.94,3357323.0,2484681.0,2001328.0,314.4066,68.11539,306.0,62.0,1.8173894,-0.4110823,0.007960232,5.270127,3.4526453,15251760.0,3697591.2,1161757.9,-1.1526511,1.53367,1.1911592,41657.0,13174.0,16485.0,31343.865,4130.1562,8840.084,15849.0,1591.0,5933.0,15251760.0,-3179469.2,-1602509.2,-3179469.2,3697591.2,1064822.2,-1602509.2,1064822.2,1161757.9,140013040.0,18449408.0,39488656.0,1.9358487,2.1512227,3.7229536,65.42641,12.0,27.970562,14.3178215,5.4522004,0.0,315.0,66.0
41,1,5,0,180,1.0,0.0,424.10062,85.96951,421.13223,83.892944,2.1912875,328.0,15607.0,13.183568,4.0,422.0,84.5,198.5,1122.0,0.29233512,1.4010487,12564718.0,3483809.5,794194.6,439.0,102.0,-0.38207802,-0.9241301,0.9241301,-0.38207802,0.31385183,-0.17022309,0.13829911,328.0,30871.0,14191.0,12640.0,20859.504,9563.717,10007.269,-0.94250774,-0.32753316,0.06634156,0.32669157,-0.9448396,-0.023469148,0.07036906,-0.00044662628,0.9975209,14141.0,5006.0,7667.0,12564718.0,-3577370.0,-871309.56,-3577370.0,3483809.5,302728.9,-871309.56,302728.9,794194.6,6841917.0,3136899.0,3282384.0,424.10062,85.96951,406.0,68.0,-0.25200814,-0.49285647,-0.16669251,8.5406,6.058266,13916412.0,3579776.2,773513.5,-0.99209887,1.9313447,0.3746294,41755.0,15142.0,12749.0,31329.443,4024.1177,8611.202,13913.0,1667.0,5883.0,13916412.0,-2356396.2,-696999.8,-2356396.2,3579776.2,738343.56,-696999.8,738343.56,773513.5,188415260.0,24201044.0,51787772.0,2.7345777,4.204051,0.48317185,70.52691,4.0,50.455845,33.42155,17.631727,0.0,427.0,88.0
42,1,6,0,180,1.0,0.0,283.56412,72.48718,283.35294,72.52941,0.0,78.0,65.333336,5.0427394,3.0,283.5,72.5,11.333333,112.0,0.6964286,-1.7320508,8532137.0,807751.1,1348929.4,291.0,77.0,0.95149565,-0.30766216,-0.30766216,-0.95149565,0.7143373,0.27747443,0.88988626,78.0,32170.0,9058.0,14515.0,22510.309,6714.7563,10134.538,-0.98691726,0.006162979,0.16110983,0.16065456,0.121771604,0.97947013,0.013582148,-0.992539,0.121168606,17668.0,5177.0,7883.0,8532137.0,-1292966.8,-114089.46,-1292966.8,807751.1,-75649.55,-114089.46,-75649.55,1348929.4,1755804.0,523751.0,790494.0,283.56412,72.48718,277.0,69.0,0.26506293,-0.73714393,1.7479206,3.8212416,1.6475292,18499944.0,7275275.0,1244321.9,-1.3139677,2.2608807,1.1552863,41657.0,18980.0,16128.0,30683.508,4295.279,8727.524,14388.0,1464.0,5888.0,18499944.0,-6970212.5,-2040253.8,-6970212.5,7275275.0,1798029.4,-2040253.8,1798029.4,1244321.9,116720060.0,16339241.0,33199504.0,2.3388417,5.59429,2.9377146,36.213203,9.0,15.485281,14.3178215,4.0236893,0.0,284.0,73.0
43,1,7,0,180,1.0,0.0,460.70212,94.03404,465.46268,90.573135,3.9638476,235.0,11983.5,9.851429,5.0,463.5,92.0,67.0,570.0,0.4122807,1.9891295,8595788.0,4204730.0,925052.3,479.0,102.0,0.88045186,0.4741356,0.4741356,-0.88045186,0.3991736,0.38951957,0.18420857,235.0,30113.0,15142.0,12749.0,20835.314,9474.464,9954.774,-0.85534835,0.5177913,0.016473802,0.5062936,0.8287724,0.23833396,0.10975421,0.21219914,-0.9710435,13913.0,5642.0,7397.0,8595788.0,-3944122.0,-834900.56,-3944122.0,4204730.0,781667.6,-834900.56,781667.6,925052.3,4896299.0,2226499.0,2339372.0,460.70212,94.03404,449.0,83.0,0.06435264,-0.3543038,0.19768451,8.600136,3.0497487,22595196.0,7076747.5,986339.75,-0.97071016,1.3703225,0.5627342,46050.0,15974.0,13618.0,31267.814,5078.0093,8870.385,14141.0,1676.0,5962.0,22595196.0,-6084533.0,-1732979.9,-6084533.0,7076747.5,1529656.8,-1732979.9,1529656.8,986339.75,157589780.0,25593168.0,44706736.0,1.327804,1.3153447,0.74014306,37.62742,2.0,37.62742,29.681644,18.81371,0.0,462.0,97.0
44,1,8,0,180,1.0,0.0,334.0465,92.058136,333.87097,91.83871,-5.9045353,86.0,52.25,5.4697123,4.0,334.0,92.0,7.75,117.0,0.73504275,-0.016548192,12222604.0,1033613.75,1343007.1,339.0,99.0,0.40870348,-0.9126672,0.9126672,0.40870348,0.28265038,0.35602924,0.60718155,86.0,29967.0,8818.0,13724.0,21853.15,6653.6978,10396.616,-0.9727911,0.107073486,-0.20545742,0.18537587,-0.17221545,-0.9674594,0.1389722,0.9792227,-0.1476808,15849.0,4466.0,7515.0,12222604.0,-2224248.5,-1604352.5,-2224248.5,1033613.75,226661.66,-1604352.5,226661.66,1343007.1,1879371.0,572218.0,894109.0,334.0465,92.058136,330.0,86.0,-0.80791855,-0.8453945,0.55353636,3.4755418,1.9639059,12334263.0,6947748.5,972620.75,-1.6933069,3.0086102,0.9567413,41543.0,18980.0,13780.0,30421.875,3851.2466,8630.026,14388.0,1564.0,5732.0,12334263.0,-5507866.0,-1331980.8,-5507866.0,6947748.5,1519209.9,-1331980.8,1519209.9,972620.75,114994690.0,14557712.0,32621500.0,5.6148133,9.271731,2.0601416,47.870056,13.0,14.071068,12.369317,3.682312,0.0,334.0,92.0
45,1,9,0,180,1.0,0.0,496.14285,107.35065,497.3871,106.129036,2.352517,77.0,50.916668,5.1274586,4.0,496.5,107.0,7.75,108.0,0.712963,1.529641,9116593.0,653968.5,607681.94,503.0,112.0,0.95320123,0.30233657,0.30233657,-0.95320123,0.6109155,0.19105904,0.24015102,77.0,29811.0,8758.0,11186.0,22369.74,6369.013,9443.714,-0.9912357,0.13134697,-0.0141367465,0.10465244,0.7154298,-0.6908025,0.080620974,0.68622756,0.7229053,17396.0,4438.0,7815.0,9116593.0,-896383.75,-687463.06,-896383.75,653968.5,159541.7,-687463.06,159541.7,607681.94,1722470.0,490414.0,727166.0,496.14285,107.35065,491.0,103.0,-0.43193018,-0.05209893,-0.31226358,3.1925862,1.9344128,14375029.0,3982441.2,814412.3,-0.9816389,2.0764887,0.5822616,42180.0,14040.0,13618.0,31616.98,4241.356,8743.009,13913.0,1649.0,6102.0,14375029.0,-3215046.2,-893218.94,-3215046.2,3982441.2,880326.44,-893218.94,880326.44,814412.3,89349590.0,11986072.0,24707744.0,3.445257,4.740946,1.21288,42.213203,11.0,13.2426405,10.816654,3.837564,0.0,496.0,108.0
46,1,10,0,180,1.0,0.0,164.91667,123.395836,167.73892,126.24631,2.1595678,144.0,20051.666,7.5513134,4.0,167.0,125.5,101.5,550.0,0.26181817,1.5558846,4135315.2,535044.6,680089.1,180.0,137.0,0.7484624,-0.66317725,-0.66317725,-0.7484624,0.97448117,-0.11250703,0.26013082,144.0,29494.0,7897.0,11529.0,22006.18,6112.0,9367.542,-0.99599737,0.033742614,-0.082768746,0.08148681,-0.037746403,-0.9959594,0.036730494,0.9987175,-0.03484574,18493.0,3806.0,7651.0,4135315.2,-296752.56,-128106.055,-296752.56,535044.6,4714.4443,-128106.055,4714.4443,680089.1,3168890.0,880128.0,1348926.0,164.91667,123.395836,155.0,115.0,0.96936184,-0.096054636,-0.5048616,9.260701,2.88424,2268708.2,622777.7,572481.25,-0.9399253,1.8706354,0.17140353,35936.0,8005.0,11290.0,30344.842,2890.6885,8299.936,20833.0,1442.0,5731.0,2268708.2,-106156.22,-85268.47,-106156.22,622777.7,83442.664,-85268.47,83442.664,572481.25,150449730.0,14332033.0,41151080.0,3.7224367,4.366406,0.14685348,38.213203,2.0,38.213203,24.758837,19.106602,0.0,162.0,122.0
47,1,11,0,180,1.0,0.0,457.42426,118.40909,457.61905,119.92857,-0.7446512,66.0,136.33333,4.5329247,4.0,457.5,119.0,10.5,108.0,0.6111111,0.9498362,11320709.0,2418503.5,1191882.2,464.0,124.0,0.9003261,-0.43521598,-0.43521598,-0.9003261,0.6047934,0.1464142,0.32770464,66.0,31829.0,14929.0,13451.0,21376.818,11271.212,10901.167,-0.95506334,0.26910722,-0.12423913,0.27869081,0.9580226,-0.06726183,0.10092325,-0.09886361,-0.98996997,16667.0,7753.0,8733.0,11320709.0,-2845616.5,-1092750.8,-2845616.5,2418503.5,265687.03,-1092750.8,265687.03,1191882.2,1410870.0,743900.0,719477.0,457.42426,118.40909,452.0,115.0,-0.10679005,-0.15117602,-0.3950575,3.381222,1.6120758,41210576.0,12103743.0,1534468.1,-0.39296687,0.76058495,0.8042411,50889.0,19745.0,16034.0,32002.736,7078.665,9382.609,13913.0,2068.0,6291.0,41210576.0,-11001687.0,-3236559.5,-11001687.0,12103743.0,2947764.2,-3236559.5,2947764.2,1534468.1,118634140.0,26240612.0,34781332.0,0.08008729,-0.27292103,1.5526404,35.213203,9.0,14.071068,11.18034,3.912578,0.0,457.0,118.0
48,1,12,0,180,1.0,0.0,442.64706,120.26471,442.25,119.55,0.0,34.0,30.333334,3.4315524,3.0,442.5,120.0,6.6666665,54.0,0.6296296,-0.27135476,5386934.0,665054.1,1176936.9,446.0,125.0,-0.49406376,-0.86942565,0.86942565,-0.49406376,0.81805646,0.18161242,-0.2311239,34.0,29023.0,10548.0,11796.0,23201.53,8574.471,9975.088,0.9824812,-0.14121304,-0.121612646,0.12787475,0.036117733,0.99113244,0.13556845,0.98932016,-0.053542573,19351.0,6566.0,7990.0,5386934.0,621281.1,589713.4,621281.1,665054.1,104433.9,589713.4,104433.9,1176936.9,788852.0,291532.0,339153.0,442.64706,120.26471,440.0,116.0,0.23340012,0.30881116,-0.9846797,2.3659225,1.1384242,39398280.0,11907485.0,1419335.8,-0.3111924,0.6684066,0.7129398,51083.0,18632.0,16034.0,31917.37,6817.4087,9309.229,13913.0,1945.0,6291.0,39398280.0,-9676367.0,-2776417.0,-9676367.0,11907485.0,2727337.5,-2776417.0,2727337.5,1419335.8,109221240.0,23329172.0,31856180.0,0.20963182,-0.5322136,1.3687829,18.727922,7.0,9.071068,8.602325,2.6754174,0.0,443.0,120.0
49,1,13,0,180,1.0,0.0,476.20908,132.09091,475.67142,138.28572,0.0,110.0,382.33334,7.467418,3.0,476.0,134.5,23.333334,180.0,0.6111111,-0.38077933,19622790.0,2631181.8,1314880.2,481.0,145.0,0.09436139,-0.995538,0.995538,0.09436139,0.4826811,-0.12566395,0.27752978,110.0,34007.0,13913.0,13618.0,22575.309,10474.363,10548.464,-0.95056766,0.020151757,-0.30986288,0.2952001,-0.25089946,-0.92190367,0.09632242,0.96780336,-0.23254813,14395.0,6831.0,7438.0,19622790.0,-5849297.5,-1901182.4,-5849297.5,2631181.8,507406.12,-1901182.4,507406.12,1314880.2,2483284.0,1152180.0,1160331.0,476.20908,132.09091,472.0,125.0,-0.3996823,-0.61519635,-0.088035025,5.0996375,1.9876635,47623790.0,16851256.0,1726479.8,-0.0694554,0.6408769,0.7582137,54956.0,22463.0,16034.0,31452.742,7868.7153,9647.164,13913.0,1649.0,6500.0,47623790.0,-12972327.0,-3830487.2,-12972327.0,16851256.0,3876753.0,-3830487.2,3876753.0,1726479.8,131724080.0,32954180.0,40402324.0,-0.0946964,-0.32170543,0.9913779,50.28427,11.0,21.485281,19.416489,4.571297,0.0,477.0,134.0
50,1,14,0,180,1.0,0.0,456.5814,130.34883,457.2069,130.5747,0.0,43.0,508.0,3.8643465,3.0,457.0,130.5,29.0,130.0,0.33076924,-1.7167205,24953280.0,1926954.9,798237.2,464.0,136.0,0.8385703,0.5447934,0.5447934,-0.8385703,0.33626693,0.78625697,0.2543564,43.0,33434.0,18632.0,12502.0,23757.139,13728.837,10520.559,0.9887254,0.14820026,0.02141901,-0.14920871,0.9630457,0.22423129,0.01260365,-0.22489907,0.97430056,15966.0,11236.0,8865.0,24953280.0,-3553969.0,286082.9,-3553969.0,1926954.9,-190269.95,286082.9,-190269.95,798237.2,1021557.0,590340.0,452384.0,456.5814,130.34883,451.0,126.0,-0.93679553,1.8409193,-0.6301875,4.2308035,1.0178133,51823684.0,16159830.0,1869456.9,-0.24114983,0.67313516,0.72575724,54956.0,22463.0,16034.0,32380.309,8056.498,9690.915,13913.0,2178.0,6291.0,51823684.0,-15507113.0,-4718451.5,-15507113.0,16159830.0,4005863.0,-4718451.5,4005863.0,1869456.9,121361390.0,30195756.0,36321550.0,-0.18622215,-0.13706344,0.8481491,14.485281,2.0,14.485281,13.416408,7.2426405,0.0,457.0,131.0
51,1,15,0,180,1.0,0.0,305.8955,151.05971,307.54544,148.72974,-1.9006703,201.0,15535.583,8.031073,4.0,307.0,149.5,101.75,608.0,0.3305921,0.7376157,9262007.0,783683.2,839247.8,317.0,166.0,0.3948375,-0.918751,0.918751,0.3948375,0.34642524,0.14972939,0.12989709,201.0,28393.0,9284.0,12760.0,21041.219,6693.786,9669.801,-0.990137,0.014614684,0.13933815,0.13879678,0.23778774,0.9613493,0.01908309,-0.9712072,0.23747091,14919.0,4736.0,7017.0,9262007.0,-1213457.8,-170520.34,-1213457.8,783683.2,-34564.594,-170520.34,-34564.594,839247.8,4229285.0,1345451.0,1943630.0,305.8955,151.05971,298.0,134.0,-0.7026889,-0.17486478,0.39341143,10.339743,2.0553582,2150232.5,548967.94,588489.3,0.0367717,2.0314586,0.20309274,36102.0,6930.0,11718.0,30412.582,2869.8337,8321.627,22885.0,1451.0,5732.0,2150232.5,169947.94,43195.723,169947.94,548967.94,90895.766,43195.723,90895.766,588489.3,155560350.0,14679199.0,42565124.0,1.2859102,5.561849,0.2432976,38.384777,2.0,38.384777,33.105892,19.192389,0.0,305.0,151.0
